,key,booktitle,crossref,title,year
9219,ssdbm/ShahabiTZ00,SSDBM,ssdbm/2000,TSA-Tree: A Wavelet-Based Approach to Improve the Efficiency of Multi-Level Surprise and Trend Queries on Time-Series Data.,2000
9220,ssdbm/MontgomeryGBSK81,SSDBM,ssdbm/81,A Reservoir Water Quality Database Management Ssystem.,1981
9221,ssdbm/00010L18,SSDBM,ssdbm/2018,Multidimensional range queries on modern hardware.,2018
9222,ssdbm/GillmanAL96,SSDBM,ssdbm/96,Design Principles for a Unified Statistical Data/Metadata System (Position Paper).,1996
9223,ssdbm/MerrillMGH83,SSDBM,ssdbm/83,Distributed Data Management in a Minicomputer Network: The SEEDIS Experience.,1983
9224,ssdbm/NandigamBC10,SSDBM,ssdbm/2010,Database Design for High-Resolution LIDAR Topography Data.,2010
9225,ssdbm/DixieI86,SSDBM,ssdbm/86,Implementing a Computer Efficient Database Management System: A Progress Report.,1986
9226,ssdbm/TuCC06,SSDBM,ssdbm/2006,ACache: Using Caching to Improve the Performance of Multiple Sequence Alignments.,2006
9227,ssdbm/KarasaloS83,SSDBM,ssdbm/83,An Overview of Cantor - A New System for Data Analysis.,1983
9228,ssdbm/BellaviaLM06,SSDBM,ssdbm/2006,Inferences on Kernel Density Estimates by Solving Nonlinear Systems.,2006
9229,ssdbm/BehrendGVS15,SSDBM,ssdbm/2015,Optimizing continuous queries using update propagation with varying granularities.,2015
9230,ssdbm/XiangF04,SSDBM,ssdbm/2004,Fast Computation of Iceberg Dwarf.,2004
9231,ssdbm/MielkeSAZ99,SSDBM,ssdbm/99,NetMedia: Giving Control to Distributed Multimedia Presentation Systems.,1999
9232,ssdbm/MalikWDCAB09,SSDBM,ssdbm/2009,Adaptive Physical Design for Curated Archives.,2009
9233,ssdbm/WidmannB98,SSDBM,ssdbm/98,Efficient Execution of Operations in a DBMS for Multidimensional Arrays.,1998
9234,ssdbm/Hammond81,SSDBM,ssdbm/81,Metadata in the RAPID DBMS.,1981
9235,ssdbm/SeidlerPHL10,SSDBM,ssdbm/2010,Approximate Query Answering and Result Refinement on XML Data.,2010
9236,ssdbm/HinterbergerB98,SSDBM,ssdbm/98,Discrete Object Detection and Motion Registration Based on a Data Management Approach.,1998
9237,ssdbm/TantonoMP08,SSDBM,ssdbm/2008,Efficiently Discovering Recent Frequent Items in Data Streams.,2008
9238,ssdbm/CavalcantiMCSL02,SSDBM,ssdbm/2002,An Architecture for Managing Distributed Scientific Resources.,2002
9239,ssdbm/StaffordAKK81,SSDBM,ssdbm/81,Developing Data Bank Systems in Applied Research Organizations: An Overview and a Case Study.,1981
9240,ssdbm/BerkleyBJLST05,SSDBM,ssdbm/2005,Incorporating Semantics in Scientific Workflow Authoring.,2005
9241,ssdbm/Vassiliadis98,SSDBM,ssdbm/98,"Modeling Multidimensional Databases, Cubes and Cube Operations.",1998
9242,ssdbm/KlensinR88,SSDBM,ssdbm/88,Statistical Data Management Requirements and the SQL Standards - An Evolving Comparison.,1988
9243,ssdbm/GunnemannBS12,SSDBM,ssdbm/2012,Substructure Clustering: A Novel Mining Paradigm for Arbitrary Data Types.,2012
9244,ssdbm/DumitruMB16,SSDBM,ssdbm/2016,Array Database Scalability: Intercontinental Queries on Petabyte Datasets.,2016
9245,ssdbm/LaneP98,SSDBM,ssdbm/98,Providing Information on Environmental Change: Data Management Strategies and Internet Access Approaches within the UK Environmental Change Network.,1998
9246,ssdbm/KatzBBBCCGHJLLMPSW04,SSDBM,ssdbm/2004,Accessing and Visualizing Scientific Spatiotemporal Data.,2004
9247,ssdbm/CabibboT05,SSDBM,ssdbm/2005,Integrating Heterogeneous Multidimensional Databases.,2005
9248,ssdbm/Davidson02,SSDBM,ssdbm/2002,Tale of Two Cultures: Are There Database Research Issues in Bioinformatics?,2002
9249,ssdbm/ZhangW07,SSDBM,ssdbm/2007,A Fast Algorithm for Approximate Quantiles in High Speed Data Streams.,2007
9250,ssdbm/KhanDS13,SSDBM,ssdbm/2013,DoS: an efficient scheme for the diversification of multiple search results.,2013
9251,ssdbm/Kapetanios96,SSDBM,ssdbm/96,Extracting and Providing Knowledge within an Object-Centered Scientific Information System for Atmospheric Research.,1996
9252,ssdbm/TufferyLM06,SSDBM,ssdbm/2006,Semantic Map of Services for Structural Bioinformatics.,2006
9253,ssdbm/PalpanasKM03,SSDBM,ssdbm/2003,Space Constrained Selection Problems for Data Warehouses and Pervasive Computing.,2003
9254,ssdbm/GloverR81,SSDBM,ssdbm/81,Modernization of a Preexisting Clinical Trials System: The SWOG Database Experience.,1981
9255,ssdbm/RatprasartpornCO06,SSDBM,ssdbm/2006,On Data and Visualization Models for Signaling Pathways.,2006
9256,ssdbm/Diehl92,SSDBM,ssdbm/92,The Data Analysis System for the COMPTEL Gamma-Ray Telescope aboard the NASA Compton Gamma-Ray Observatory - Experiences from one year Mission Data Analysis (invited contribution).,1992
9257,ssdbm/LiLC08,SSDBM,ssdbm/2008,ViP: A User-Centric View-Based Annotation Framework for Scientific Data.,2008
9258,ssdbm/LiaukevichM0M17,SSDBM,ssdbm/2017,Location and Processing Aware Datacube Caching.,2017
9259,ssdbm/ShashaWSZ02,SSDBM,ssdbm/2002,ATreeGrep: Approximate Searching in Unordered Trees.,2002
9260,ssdbm/Gey81,SSDBM,ssdbm/81,Data Definition for Statistical Summary Data or Appearances Can Be Deceiving.,1981
9261,ssdbm/Hay81,SSDBM,ssdbm/81,Data Definition in SIR/DBMS as Applied to the 1980 U.S. Census.,1981
9262,ssdbm/0003RLAS17,SSDBM,ssdbm/2017,Computing Influence of a Product through Uncertain Reverse Skyline.,2017
9263,ssdbm/LeowT00,SSDBM,ssdbm/2000,Efficient Web Access to Distributed Biological Collections Using a Taxonomy Browser.,2000
9264,ssdbm/TossebroN02,SSDBM,ssdbm/2002,Abstract and Discrete Models for Uncertain Spatiotemporal Data.,2002
9265,ssdbm/YuZZB99,SSDBM,ssdbm/99,GiView: A Multi-Resolution Geographical Data Retrieval System.,1999
9266,ssdbm/HowellsFG86,SSDBM,ssdbm/86,A Comparison of Old and New Technologies for Translating Between Relational Query Languages.,1986
9267,ssdbm/BernardoNRS98,SSDBM,ssdbm/98,Determining the Optimal File Size on Tertiary Storage Systems Based on the Distribution of Query Sizes.,1998
9268,ssdbm/DouS0W17,SSDBM,ssdbm/2017,Active Learning with Density-Initialized Decision Tree for Record Matching.,2017
9269,ssdbm/SacharidisBS08,SSDBM,ssdbm/2008,Caching Dynamic Skyline Queries.,2008
9270,ssdbm/Aoki99,SSDBM,ssdbm/99,How to Avoid Building DataBlades That Know the Value of Everything and the Cost of Nothing.,1999
9271,ssdbm/Bonin98,SSDBM,ssdbm/98,Attribute Uncertainty Propagation in Vector Geographic Information Systems: Sensitivity Analysis.,1998
9272,ssdbm/ScheffnerF02,SSDBM,ssdbm/2002,Access Support Tree & TextArray: A Data Structure for XML Document Storage & Retrieval.,2002
9273,ssdbm/Batory83,SSDBM,ssdbm/83,Index Coding: A Compression Technique for Large Statistical Databases.,1983
9274,ssdbm/CotofreiL96,SSDBM,ssdbm/96,Statistical Dependencies.,1996
9275,ssdbm/ArefI01,SSDBM,ssdbm/2001,An Extensible Index for Spatial Databases.,2001
9276,ssdbm/DingK17,SSDBM,ssdbm/2017,Query Suggestion to allow Intuitive Interactive Search in Multidimensional Time Series.,2017
9277,ssdbm/Greer83,SSDBM,ssdbm/83,An Introduction to Sampling to Estimate Database Integrity.,1983
9278,ssdbm/DobosCSBL13,SSDBM,ssdbm/2013,Graywulf: a platform for federated scientific databases and services.,2013
9279,ssdbm/EmburyJSGWRBB99,SSDBM,ssdbm/99,Conflict Detection for Integration of Taxonomic Data Sources.,1999
9280,ssdbm/Harllee83,SSDBM,ssdbm/83,Evolution in Storage and Retrieval: The LABSTAT Data Base and Software System.,1983
9281,ssdbm/WardLM17,SSDBM,ssdbm/2017,MELT: Mapreduce-based Efficient Large-scale Trajectory Anonymization.,2017
9282,ssdbm/EhlmannRD92,SSDBM,ssdbm/92,"Representing Non-Inheritance Relationships in an Object-Oriented, Scientific Database.",1992
9283,ssdbm/DekhtyarGH01,SSDBM,ssdbm/2001,Semistructured Probalistic Databases.,2001
9284,ssdbm/BonifatiIL16,SSDBM,ssdbm/2016,Functional Dependencies Unleashed for Scalable Data Exchange.,2016
9285,ssdbm/KafatosWLYZ98,SSDBM,ssdbm/98,Information Technology Implementation for a Distributed Data System Serving Earth Scientists: Seasonal to Interannual ESIP.,1998
9286,ssdbm/CabralF94,SSDBM,ssdbm/94,A User-Friendly Interface for Mainframe.,1994
9287,ssdbm/KulkarniR08,SSDBM,ssdbm/2008,iJoin: Importance-Aware Join Approximation over Data Streams.,2008
9288,ssdbm/ZhangHWPS06,SSDBM,ssdbm/2006,PhyloMiner: A Tool for Evolutionary Data Analysis.,2006
9289,ssdbm/MouzaR04,SSDBM,ssdbm/2004,Multi-scale Classification of Moving Objects Trajectories.,2004
9290,ssdbm/Mannila96,SSDBM,ssdbm/96,"Data Mining: Machine Learning, Statistics, and Databases.",1996
9291,ssdbm/FournierHO86,SSDBM,ssdbm/86,The Design and Implementation of the SSDB.,1986
9292,ssdbm/Malvestuto86,SSDBM,ssdbm/86,Decomposing Complex Contingency Tables to Reduce Storage Requirements.,1986
9293,ssdbm/ChenXTG11,SSDBM,ssdbm/2011,CloudVista: Visual Cluster Exploration for Extreme Scale Data in the Cloud.,2011
9294,ssdbm/LeeRT94,SSDBM,ssdbm/94,Physical Map Assembler: An Active Object-Oriented Database for Human Genome Applications.,1994
9295,ssdbm/OzsoyogluO83,SSDBM,ssdbm/83,Features of a System for Statistical Databases.,1983
9296,ssdbm/UysalBS015,SSDBM,ssdbm/2015,Efficient similarity search in scientific databases with feature signatures.,2015
9297,ssdbm/PhillipsZIO06,SSDBM,ssdbm/2006,InterJoin: Exploiting Indexes and Materialized Views in XPath Evaluation.,2006
9298,ssdbm/BaiocoTT07,SSDBM,ssdbm/2007,MAMCost: Global and Local Estimates leading to Robust Cost Estimation of Similarity Queries.,2007
9299,ssdbm/BoulakiaM09,SSDBM,ssdbm/2009,BioBrowsing: Making the Most of the Data Available in Entrez.,2009
9300,ssdbm/PhamM15,SSDBM,ssdbm/2015,GEN: a database interface generator for HPC programs.,2015
9301,ssdbm/GiacomoN96,SSDBM,ssdbm/96,Conceptual Data Model with Structured Objects for Statistical Database.,1996
9302,ssdbm/Chen99,SSDBM,ssdbm/99,DML: A Bridge between Database Systems and L-Systems for Biological Research.,1999
9303,ssdbm/VatsavaiBSH01,SSDBM,ssdbm/2001,An efficient query strategy for integrated Remote Sensing and inventory (Spatial) Databases.,2001
9304,ssdbm/StevensPBNGBB99,SSDBM,ssdbm/99,TAMBIS Online: A Bioinformatics Source Integration Tool.,1999
9305,ssdbm/GorenfloGK17,SSDBM,ssdbm/2017,Managing Sensor Data Streams: Lessons Learned from the WeBike Project.,2017
9306,ssdbm/PietriS18,SSDBM,ssdbm/2018,Scheduling data-intensive scientific workflows with reduced communication.,2018
9307,ssdbm/AlSayyadKHCBJ11,SSDBM,ssdbm/2011,Towards Efficient and Precise Queries over Ten Million Asteroid Trajectory Models.,2011
9308,ssdbm/FrewJS11,SSDBM,ssdbm/2011,Provenance-Enabled Automatic Data Publishing.,2011
9309,ssdbm/Farris94,SSDBM,ssdbm/94,Modeling Complex Astrophysics Data.,1994
9310,ssdbm/ElliottAMO07,SSDBM,ssdbm/2007,Efficient Evaluation of Inbreeding Queries on Pedigree Data.,2007
9311,ssdbm/Cuzzocrea06,SSDBM,ssdbm/2006,Accuracy Control in Compressed Multidimensional Data Cubes for Quality of Answer-based OLAP Tools.,2006
9312,ssdbm/McCleanSRHKHLM04,SSDBM,ssdbm/2004,MISSION: An Agent-Based System for Semantic Integration of Heterogeneous Distributed Statistical Information Sources.,2004
9313,ssdbm/ResnickWR98,SSDBM,ssdbm/98,FED - A Framework for Iterative Data Selection in Exploratory Visualization.,1998
9314,ssdbm/SantosKVAFS09,SSDBM,ssdbm/2009,Using Workflow Medleys to Streamline Exploratory Tasks.,2009
9315,ssdbm/BodenGHS13,SSDBM,ssdbm/2013,RMiCS: a robust approach for mining coherent subgraphs in edge-labeled multi-layer graphs.,2013
9316,ssdbm/GalpinSVGPFSG14,SSDBM,ssdbm/2014,SensorBench: benchmarking approaches to processing wireless sensor network data.,2014
9317,ssdbm/KernertKL14,SSDBM,ssdbm/2014,SLACID - sparse linear algebra in a column-oriented in-memory database system.,2014
9318,ssdbm/EberiusTBL15,SSDBM,ssdbm/2015,Top-k entity augmentation using consistent set covering.,2015
9319,ssdbm/ShaabaniM17,SSDBM,ssdbm/2017,Incremental Discovery of Inclusion Dependencies.,2017
9320,ssdbm/TerrovitisVSBCM04,SSDBM,ssdbm/2004,Modeling and Language Support for the Management of Pattern-Bases.,2004
9321,ssdbm/RiedewaldAA00,SSDBM,ssdbm/2000,pCube: Update-Efficient Online Aggregation with Progressive Feedback and Error Bounds.,2000
9322,ssdbm/Page96,SSDBM,ssdbm/96,"Astronomical Tables, 2-D Indexing, and Fuzzy-joins.",1996
9323,ssdbm/KuoWCCSS97,SSDBM,ssdbm/97,Parallel Input/Output with Heterogeneous Disks.,1997
9324,ssdbm/DeelmanSACHKPPS04,SSDBM,ssdbm/2004,Grid-Based Metadata Services.,2004
9325,ssdbm/GebhardtJJQS98,SSDBM,ssdbm/98,Tools for Data Warehouse Quality.,1998
9326,ssdbm/FarsiT83,SSDBM,ssdbm/83,A Relational Database Machine for Efficient Processing of Statistical Queries.,1983
9327,ssdbm/WolfsonXCJ98,SSDBM,ssdbm/98,Moving Objects Databases: Issues and Solutions.,1998
9328,ssdbm/ZacharatouTHA15,SSDBM,ssdbm/2015,RUBIK: efficient threshold queries on massive time series.,2015
9329,ssdbm/HeinzS07,SSDBM,ssdbm/2007,Adaptive Wavelet Density Estimators over Data Streams.,2007
9330,ssdbm/WangLTW11,SSDBM,ssdbm/2011,Efficient Storage and Temporal Query Evaluation in Hierarchical Data Archiving Systems.,2011
9331,ssdbm/KelleySK01,SSDBM,ssdbm/2001,Content-Based Browsing of Data from the Tropical Rainfall Measuring Mission (TRMM).,2001
9332,ssdbm/DobosBLSC12,SSDBM,ssdbm/2012,SkyQuery: An Implementation of a Parallel Probabilistic Join Engine for Cross-Identification of Multiple Astronomical Databases.,2012
9333,ssdbm/Nordback83,SSDBM,ssdbm/83,"Problems, Plans and Activities Concerning the Economic Databases at Statistics Sweden.",1983
9334,ssdbm/BaruaS14,SSDBM,ssdbm/2014,Mining statistically sound co-location patterns at multiple distances.,2014
9335,ssdbm/ArmitiG14,SSDBM,ssdbm/2014,Geometric graph matching and similarity: a probabilistic approach.,2014
9336,ssdbm/GrecoMP16,SSDBM,ssdbm/2016,Efficient Maintenance of All-Pairs Shortest Distances.,2016
9337,ssdbm/StarlingerBL12,SSDBM,ssdbm/2012,(Re)Use in Public Scientific Workflow Repositories.,2012
9338,ssdbm/ChenL03,SSDBM,ssdbm/2003,A Visual Framework Invites Human into the Clustering Process.,2003
9339,ssdbm/PapadomanolakisA04,SSDBM,ssdbm/2004,AutoPart: Automating Schema Design for Large Scientific Databases Using Data Partitioning.,2004
9340,ssdbm/ShawISAT07,SSDBM,ssdbm/2007,Efficient Approximation of Spatial Network Queries using the M-Tree with Road Network Embedding.,2007
9341,ssdbm/LiCLLL11,SSDBM,ssdbm/2011,Privacy Preserving Group Linkage.,2011
9342,ssdbm/BatesBD81,SSDBM,ssdbm/81,Database Machine Support for Efficient Access to Large Statistical Databases.,1981
9343,ssdbm/MikesellP01,SSDBM,ssdbm/2001,Exploring the Behavior of the Spring Ecosystem Model Using An Object-Oriented Database System.,2001
9344,ssdbm/KimU99,SSDBM,ssdbm/99,2D+ String: A Spatial Metadata to Reason Topological and Directional Relationships.,1999
9345,ssdbm/Kryszkiewicz04,SSDBM,ssdbm/2004,Upper Bound on the Length of Generalized Disjunction-Free Patterns.,2004
9346,ssdbm/KeoghP99,SSDBM,ssdbm/99,An Indexing Scheme for Fast Similarity Search in Large Time Series Databases.,1999
9347,ssdbm/LangS02,SSDBM,ssdbm/2002,Accelerating High-Dimensional Nearest Neighbor Queries.,2002
9348,ssdbm/JiangSBKT13,SSDBM,ssdbm/2013,Publishing trajectories with differential privacy guarantees.,2013
9349,ssdbm/AlmeidaG04,SSDBM,ssdbm/2004,Indexing the Trajectories of Moving Objects in Networks (Extended Abstract).,2004
9350,ssdbm/UmerKT08,SSDBM,ssdbm/2008,Kriging for Localized Spatial Interpolation in Sensor Networks.,2008
9351,ssdbm/SchlegelKKL13,SSDBM,ssdbm/2013,pcApriori: scalable apriori for multiprocessor systems.,2013
9352,ssdbm/Hebrail86,SSDBM,ssdbm/86,A Model of Summaries for Very Large Databases.,1986
9353,ssdbm/ChanEGHKMMOSW83,SSDBM,ssdbm/83,Statistical Data Management Research at Lawrence Berkeley Laboratory.,1983
9354,ssdbm/Friis-ChristensenJ03,SSDBM,ssdbm/2003,Object-Relational Management of Multiply Represented Geographic Entities.,2003
9355,ssdbm/DohmenMB17,SSDBM,ssdbm/2017,Multi-Hypothesis CSV Parsing.,2017
9356,ssdbm/HmedehMT15,SSDBM,ssdbm/2015,FiND: a real-time filtering by novelty and diversity for publish/subscribe systems.,2015
9357,ssdbm/Chambers92,SSDBM,ssdbm/92,Data Management in S (invited contribution).,1992
9358,ssdbm/TurkerAJS09,SSDBM,ssdbm/2009,B-Fabric: An Open Source Life Sciences Data Management System.,2009
9359,ssdbm/Stephenson88,SSDBM,ssdbm/88,Knowledge Browsing - Front Ends to Statistical Databases.,1988
9360,ssdbm/HalkidiBV01,SSDBM,ssdbm/2001,Clustering Algorithms and Validity Measures.,2001
9361,ssdbm/NassarS07,SSDBM,ssdbm/2007,Effective Summarization of Multi-Dimensional Data Streams for Historical Stream Mining.,2007
9362,ssdbm/Merrill81,SSDBM,ssdbm/81,Automatic Aggregation and Disaggregation of Data (Abstract).,1981
9363,ssdbm/YuPTY05,SSDBM,ssdbm/2005,Mining Most General Multidimensional Summarization of Probably Groups in Data Warehouses.,2005
9364,ssdbm/IvanovaNGK07,SSDBM,ssdbm/2007,MonetDB/SQL Meets SkyServer: the Challenges of a Scientific Database.,2007
9365,ssdbm/Thomas81,SSDBM,ssdbm/81,The Impact of Large Data Sets on Interaction Style for Data Manipulation Languages.,1981
9366,ssdbm/StoyanovichDDL13,SSDBM,ssdbm/2013,Learning to explore scientific workflow repositories.,2013
9367,ssdbm/BalazinskaDHL13,SSDBM,ssdbm/2013,Education and career paths for data scientists.,2013
9368,ssdbm/MisevB14,SSDBM,ssdbm/2014,Extending the SQL array concept to support scientific analytics.,2014
9369,ssdbm/EmrichGKST10,SSDBM,ssdbm/2010,Optimizing All-Nearest-Neighbor Queries with Trigonometric Pruning.,2010
9370,ssdbm/KohlerRZML11,SSDBM,ssdbm/2011,Improving Workflow Fault Tolerance through Provenance-Based Recovery.,2011
9371,ssdbm/LiWKY98,SSDBM,ssdbm/98,A Pyramid Data Model for Supporting Content-Based Browsing and Knowledge Discovery.,1998
9372,ssdbm/FreytagFS00,SSDBM,ssdbm/2000,Implementing Geospatial Operations in an Object-Relational Database System.,2000
9373,ssdbm/SuM81,SSDBM,ssdbm/81,MICRONET's Architectural Support for Statistical Aggregations.,1981
9374,ssdbm/RosenthalL11,SSDBM,ssdbm/2011,Efficient In-Database Maintenance of ARIMA Models.,2011
9375,ssdbm/SargentFCSMLC96,SSDBM,ssdbm/96,The Design and Implementation of a Database For Human Genome Research (Position Paper).,1996
9376,ssdbm/MadduriW11,SSDBM,ssdbm/2011,Massive-Scale RDF Processing Using Compressed Bitmap Indexes.,2011
9377,ssdbm/MetacatBJ02,SSDBM,ssdbm/2002,Managing Heterogeneous Ecological Data Using Morpho.,2002
9378,ssdbm/Meier97,SSDBM,ssdbm/97,Data Abstraction through Density Estimation by Storage Management.,1997
9379,ssdbm/MirankerXM03,SSDBM,ssdbm/2003,MoBIoS: A Metric-Space DBMS to Support Biological Discovery.,2003
9380,ssdbm/RaasveldtM16,SSDBM,ssdbm/2016,Vectorized UDFs in Column-Stores.,2016
9381,ssdbm/EfrosBEB15,SSDBM,ssdbm/2015,How to quantify the impact of lossy transformations on change detection.,2015
9382,ssdbm/FomkinR07,SSDBM,ssdbm/2007,Cost-based Optimization of Complex Scientific Queries.,2007
9383,ssdbm/Rowe83,SSDBM,ssdbm/83,Some Experiments in Evaluation of an Expert System for Statistical Estimation on Databases.,1983
9384,ssdbm/SchubertG18,SSDBM,ssdbm/2018,Numerically stable parallel computation of (co-)variance.,2018
9385,ssdbm/Kim90,SSDBM,ssdbm/90,Object-Oriented Approach to Managing Statistical and Scientific Databases.,1990
9386,ssdbm/ValkanasP10,SSDBM,ssdbm/2010,Efficient and Adaptive Distributed Skyline Computation.,2010
9387,ssdbm/LongB83,SSDBM,ssdbm/83,Issues Related to Medical Statistical Databases.,1983
9388,ssdbm/GillaniPL16,SSDBM,ssdbm/2016,SPECTRA: Continuous Query Processing for RDF Graph Streams Over Sliding Windows.,2016
9389,ssdbm/RodenBF99,SSDBM,ssdbm/99,The Diamond Eye Image Mining System.,1999
9390,ssdbm/DAtriR88,SSDBM,ssdbm/88,Interpretation of Statistical Queries to Relational Databases.,1988
