key,title,year,crossref
tlsdkcs/PutzP19,Trust Factors and Insider Threats in Permissioned Distributed Ledgers - An Analytical Study and Evaluation of Popular DLT Frameworks.,2019,tlsdkcs/2019-42
tlsdkcs/AnHHT14,On the Performance of Triangulation-Based Multiple Shooting Method for 2D Geometric Shortest Path Problems.,2014,tlsdkcs/2014-16
tlsdkcs/FerrarottiHLMM13,"The Finite Implication Problem for Expressive XML Keys: Foundations, Applications, and Performance Evaluation.",2013,tlsdkcs/2013-10
tlsdkcs/PhamKMAJVL18,Interactive Exploration of Subspace Clusters on Multicore Processors.,2018,tlsdkcs/2018-39
tlsdkcs/MetouiBA17,Risk-Based Privacy-Aware Access Control for Threat Detection Systems.,2017,tlsdkcs/2017-36
tlsdkcs/YanJ15,Improving Cross-Document Knowledge Discovery Through Content and Link Analysis of Wikipedia Knowledge.,2015,tlsdkcs/2015-21
tlsdkcs/DanderHNPSB11,[KD3] A Workflow-Based Application for Exploration of Biomedical Data Sets.,2011,tlsdkcs/2011-4
tlsdkcs/GuzunTC14,Slicing the Dimensionality: Top-k Query Processing for High-Dimensional Spaces.,2014,tlsdkcs/2014-14
tlsdkcs/MichelFM19,Bridging the Semantic Web and NoSQL Worlds: Generic SPARQL Query Translation and Application to MongoDB.,2019,tlsdkcs/2019-40
tlsdkcs/Liroz-GistauAPPV13,Dynamic Workload-Based Partitioning Algorithms for Continuously Growing Databases.,2013,tlsdkcs/2013-12
tlsdkcs/CamaraK09,Facilitating Controlled Tests of Website Design Changes Using Aspect-Oriented Software Development and Software Product Lines.,2009,tlsdkcs/2009-1
tlsdkcs/JajodiaLS13,Recoverable Encryption through a Noised Secret over a Large Cloud.,2013,tlsdkcs/2013-9
tlsdkcs/LeDTN14,Protecting Biometric Features by Periodic Function-Based Transformation and Fuzzy Vault.,2014,tlsdkcs/2014-16
tlsdkcs/ChristodoulouPF15,Structure Inference for Linked Data Sources Using Clustering.,2015,tlsdkcs/2015-19
tlsdkcs/FrankP12,Integrated Distributed/Mobile Logistics Management.,2012,tlsdkcs/2012-5
tlsdkcs/JaikarN16,Cloud Computing: Read Before Use.,2016,tlsdkcs/2016-30
tlsdkcs/ChenH15,Cut-and-Rewind: Extending Query Engine for Continuous Stream Analytics.,2015,tlsdkcs/2015-21
tlsdkcs/LeclercqGGS19,Polystore and Tensor Data Model for Logical Data Independence and Impedance Mismatch in Big Data Analytics.,2019,tlsdkcs/2019-42
tlsdkcs/HarshanDO16,Differential Erasure Codes for Efficient Archival of Versioned Data in Cloud Storage Systems.,2016,tlsdkcs/2016-30
tlsdkcs/KombiLLRB19,DABS-Storm: A Data-Aware Approach for Elastic Stream Processing.,2019,tlsdkcs/2019-40
tlsdkcs/KohD13,Efficient Single Pass Ordered Incremental Pattern Mining.,2013,tlsdkcs/2013-8
tlsdkcs/ZamaniCKZM16,Workload-Aware Self-tuning Histograms for the Semantic Web.,2016,tlsdkcs/2016-28
tlsdkcs/WangZHXHG19,A Data Services Composition Approach for Continuous Query on Social Media Streams.,2019,tlsdkcs/2019-40
tlsdkcs/BenouaretL18,A Package-to-Group Recommendation Framework.,2018,tlsdkcs/2018-39
tlsdkcs/YefernyAB13,LRS: A Novel Learning Routing Scheme for Query Routing on Unstructured P2P Systems.,2013,tlsdkcs/2013-12
tlsdkcs/AmaviA14,Maximal Set of XML Functional Dependencies for the Integration of Multiple Systems.,2014,tlsdkcs/2014-14
tlsdkcs/DuongBGLSV18,MapFIM+: Memory Aware Parallelized Frequent Itemset Mining In Very Large Datasets.,2018,tlsdkcs/2018-39
tlsdkcs/DuchateauB16,YAM: A Step Forward for Generating a Dedicated Schema Matcher.,2016,tlsdkcs/2016-25
tlsdkcs/HameurlainM09,Evolution of Query Optimization Methods.,2009,tlsdkcs/2009-1
tlsdkcs/PhandR16,A Theoretical and Experimental Comparison of Filter-Based Equijoins in MapReduce.,2016,tlsdkcs/2016-25
tlsdkcs/DedzoeLAV13,As-Soon-As-Possible Top-k Query Processing in P2P Systems.,2013,tlsdkcs/2013-9
tlsdkcs/AmaroucheBBMA11,Electronic Health Record Data-as-a-Services Composition Based on Query Rewriting.,2011,tlsdkcs/2011-4
tlsdkcs/GaoMLHJLBZF16,Optimizing Inter-data-center Large-Scale Database Parallel Replication with Workload-Driven Partitioning.,2016,tlsdkcs/2016-24
tlsdkcs/DashdorjS16,Characterization of Behavioral Patterns Exploiting Description of Geographical Areas.,2016,tlsdkcs/2016-27
tlsdkcs/CiglicEK16,Anonymization of Data Sets with NULL Values.,2016,tlsdkcs/2016-24
tlsdkcs/MargarisV18,Enhancing Rating Prediction Quality Through Improving the Accuracy of Detection of Shifts in Rating Practices.,2018,tlsdkcs/2018-37
tlsdkcs/BressHSBS14,GPU-Accelerated Database Systems: Survey and Open Challenges.,2014,tlsdkcs/2014-15
tlsdkcs/JenkinsALBSSECCKKRS13,"ALACRITY: Analytics-Driven Lossless Data Compression for Rapid In-Situ Indexing, Storing, and Querying.",2013,tlsdkcs/2013-10
tlsdkcs/AtzeniGC09,A Universal Metamodel and Its Dictionary.,2009,tlsdkcs/2009-1
tlsdkcs/Vidyasankar17,Batch Composite Transactions in Stream Processing.,2017,tlsdkcs/2017-34
tlsdkcs/BouadjenekHB19,Personalized Social Query Expansion Using Social Annotations.,2019,tlsdkcs/2019-40
tlsdkcs/Jamil11,Integrating Large and Distributed Life Sciences Resources for Systems Biology Research: Progress and New Challenges.,2011,tlsdkcs/2011-3
tlsdkcs/AcharyaL15,Enhanced Fast Causal Network Inference over Event Streams.,2015,tlsdkcs/2015-17
tlsdkcs/VidalCAMP16,On the Selection of SPARQL Endpoints to Efficiently Execute Federated SPARQL Queries.,2016,tlsdkcs/2016-25
tlsdkcs/FernandesHP17,A Proximity-Based Understanding of Conditionals.,2017,tlsdkcs/2017-34
tlsdkcs/SouzaPKTS11,A Semantic-Based Approach for Data Management in a P2P System.,2011,tlsdkcs/2011-3
tlsdkcs/DongCFK18,Bound-and-Filter Framework for Aggregate Reverse Rank Queries.,2018,tlsdkcs/2018-38
tlsdkcs/CruzKAK16,Accelerating Set Similarity Joins Using GPUs.,2016,tlsdkcs/2016-28
tlsdkcs/MaamarBSRPSPBS17,Bridging the Gap Between the Business and Social Worlds: A Data Artifact-Driven Approach.,2017,tlsdkcs/2017-35
tlsdkcs/MargarisV17,Enhancing User Rating Database Consistency Through Pruning.,2017,tlsdkcs/2017-34
tlsdkcs/KawakatsuKTA16,Divide-and-Conquer Parallelism for Learning Mixture Models.,2016,tlsdkcs/2016-28
tlsdkcs/HanCJ12a,Probabilistically Ranking Web Article Quality Based on Evolution Patterns.,2012,tlsdkcs/2012-6
tlsdkcs/CarvalhoSR15,Metrics for Association Rule Clustering Assessment.,2015,tlsdkcs/2015-17
tlsdkcs/KosorusK14,Learning-Oriented Question Recommendation Using Bloom's Learning Taxonomy and Variable Length Hidden Markov Models.,2014,tlsdkcs/2014-16
tlsdkcs/KalischBR16,A Holistic Approach to Understand Urban Complexity - A Case Study Analysis of New York City.,2016,tlsdkcs/2016-27
tlsdkcs/BondiombouyKLV16,Multistore Big Data Integration with CloudMdsQL.,2016,tlsdkcs/2016-28
tlsdkcs/Jamil11a,A Secured Collaborative Model for Data Integration in Life Sciences.,2011,tlsdkcs/2011-4
tlsdkcs/AkbariniaTPVL11,Replication in DHTs Using Dynamic Groups.,2011,tlsdkcs/2011-3
tlsdkcs/AlhadadSBL15,System Modeling and Trust Evaluation of Distributed Systems.,2015,tlsdkcs/2015-22
tlsdkcs/ThanhD15,BPMiner: Algorithms for Large-Scale Private Analysis.,2015,tlsdkcs/2015-22
tlsdkcs/AnceaumeBG13,On the Power of the Adversary to Solve the Node Sampling Problem.,2013,tlsdkcs/2013-11
tlsdkcs/AtzeniNP12,Temporal Content Management and Website Modeling: Putting Them Together.,2012,tlsdkcs/2012-5
tlsdkcs/Thalheim12a,The Science and Art of Conceptual Modelling.,2012,tlsdkcs/2012-6
tlsdkcs/MamiBC16,A Constraint Optimization Method for Large-Scale Distributed View Selection.,2016,tlsdkcs/2016-25
tlsdkcs/DoP16,Parallel Learning of Local SVM Algorithms for Classifying Large Datasets.,2017,tlsdkcs/2017-31
tlsdkcs/TepandiLLRPPD17,The Data Quality Framework for the Estonian Public Sector and Its Evaluation - Establishing a Systematic Process-Oriented Viewpoint on Cross-Organizational Data Quality.,2017,tlsdkcs/2017-35
tlsdkcs/TianWJNY12,A Pattern-Based Approach for Efficient Query Processing over RDF Data.,2012,tlsdkcs/2012-5
tlsdkcs/GerlBKB18,"LPL, Towards a GDPR-Compliant Privacy Language: Formal Definition and Usage.",2018,tlsdkcs/2018-37
tlsdkcs/EndrisGLMVA18,Querying Interlinked Data by Bridging RDF Molecule Templates.,2018,tlsdkcs/2018-39
tlsdkcs/JaeckschL13,The Planning OLAP Model - A Multidimensional Model with Planning Support.,2013,tlsdkcs/2013-8
tlsdkcs/AntwiV16,Dynamic Materialization for Building Personalized Smart Cubes.,2016,tlsdkcs/2016-26
tlsdkcs/AsikiTK12a,"A DHT-Based System for the Management of Loosely Structured, Multidimensional Data.",2012,tlsdkcs/2012-6
tlsdkcs/LeeKML15,Efficient Level-Based Top-Down Data Cube Computation Using MapReduce.,2015,tlsdkcs/2015-21
tlsdkcs/GrabockaS15,Learning Through Non-linearly Supervised Dimensionality Reduction.,2015,tlsdkcs/2015-17
tlsdkcs/BerkaniBG18,ETL Processes in the Era of Variety.,2018,tlsdkcs/2018-39
tlsdkcs/Nicolae11,On the Benefits of Transparent Compression for Cost-Effective Cloud Data Storage.,2011,tlsdkcs/2011-3
tlsdkcs/ZhaZLL15,An Uncoupled Data Process and Transfer Model for MapReduce.,2015,tlsdkcs/2015-17
tlsdkcs/CaoBS12a,Database Support for Enabling Data-Discovery Queries over Semantically-Annotated Observational Data.,2012,tlsdkcs/2012-6
tlsdkcs/KritikosRK15,"A Cloud-Based, Geospatial Linked Data Management System.",2015,tlsdkcs/2015-20
tlsdkcs/CostaF15,Data Warehouse Processing Scale-Up for Massive Concurrent Queries with SPIN.,2015,tlsdkcs/2015-17
tlsdkcs/SalamehCC19,SSG: An Ontology-Based Information Model for Smart Grids.,2019,tlsdkcs/2019-40
tlsdkcs/JiangLKD16,Ontology Matching with Knowledge Rules.,2016,tlsdkcs/2016-28
tlsdkcs/AbdelbakiYM15,Modular Neural Networks for Extending OLAP to Prediction.,2015,tlsdkcs/2015-21
tlsdkcs/SessomsA14,Enabling a Package Query Paradigm on the Semantic Web: Model and Algorithms.,2014,tlsdkcs/2014-13
tlsdkcs/ThiD17,Towards a Fine-Grained Privacy-Enabled Attribute-Based Access Control Mechanism.,2017,tlsdkcs/2017-36
tlsdkcs/ZhangCLL11,A Mobile Web Service Middleware and Its Performance Study.,2011,tlsdkcs/2011-3
tlsdkcs/BashirR10,Improving Retrievability and Recall by Automatic Corpus Partitioning.,2010,tlsdkcs/2010-2
tlsdkcs/HeendaliyaLH15,Continuous Predictive Line Queries for On-the-Go Traffic Estimation.,2015,tlsdkcs/2015-18
tlsdkcs/SiksnysTP15,MIRABEL DW: Managing Complex Energy Data in a Smart Grid.,2015,tlsdkcs/2015-21
tlsdkcs/HartmannMV16,Providing Ontology-Based Privacy-Aware Data Access Through Web Services and Service Composition.,2016,tlsdkcs/2016-30
tlsdkcs/CraveiroAM16,Collaborative Construction of an Open Official Gazette.,2016,tlsdkcs/2016-27
tlsdkcs/BacheA10,Improving Access to Large Patent Corpora.,2010,tlsdkcs/2010-2
tlsdkcs/DurandQ16,Frequent Itemset Border Approximation by Dualization.,2016,tlsdkcs/2016-26
tlsdkcs/RibeiroCBN18,SjClust: A Framework for Incorporating Clustering into Set Similarity Join Algorithms.,2018,tlsdkcs/2018-38
tlsdkcs/MaraslisCTO16,An Intelligent Hot-Desking Model Based on Occupancy Sensor Data and Its Potential for Social Impact.,2016,tlsdkcs/2016-27
tlsdkcs/RoncancioVLS09,Data Sharing in DHT Based P2P Systems.,2009,tlsdkcs/2009-1
tlsdkcs/Kern-IsbernerBFT12a,"Comparing and Evaluating Approaches to Probabilistic Reasoning: Theory, Implementation, and Applications.",2012,tlsdkcs/2012-6
tlsdkcs/VirgilioB14,SeeVa: A Model Based Framework for Semantic Web Service Discovery.,2014,tlsdkcs/2014-14
tlsdkcs/PatelHL13,Efficient Mining of Lag Patterns in Evolving Time Series.,2013,tlsdkcs/2013-11
tlsdkcs/NalepaBZ18,Towards Faster Similarity Search by Dynamic Reordering of Streamed Queries.,2018,tlsdkcs/2018-38
tlsdkcs/DimitrovSM15,Query Operators for Comparing Uncertain Graphs.,2015,tlsdkcs/2015-18
tlsdkcs/YaishGF15,A Proxy Service for Multi-tenant Elastic Extension Tables.,2015,tlsdkcs/2015-20
tlsdkcs/RautenbergSHW11,A Database System for Electrophysiological Data.,2011,tlsdkcs/2011-4
tlsdkcs/MontoyaISMV14,SemLAV: Local-As-View Mediation for SPARQL Queries.,2014,tlsdkcs/2014-13
tlsdkcs/SabesanR12,Adaptive Parallelization of Queries to Data Providing Web Service Operations.,2012,tlsdkcs/2012-5
tlsdkcs/BonifatiSPD14,Query Reformulation in PDMS Based on Social Relevance.,2014,tlsdkcs/2014-13
tlsdkcs/LeitaoVA09,Self-Adaptation for Robustness and Cooperation in Holonic Multi-Agent Systems.,2009,tlsdkcs/2009-1
tlsdkcs/ChenH13,Open Streaming Operation Patterns.,2013,tlsdkcs/2013-12
tlsdkcs/Khare0S14,Human Object Classification Using Dual Tree Complex Wavelet Transform and Zernike Moment.,2014,tlsdkcs/2014-16
tlsdkcs/MamiBC13,A Declarative Approach to View Selection Modeling.,2013,tlsdkcs/2013-10
tlsdkcs/BechiniG11,Management of Genotyping-Related Documents by Integrated Use of Semantic Tagging.,2011,tlsdkcs/2011-4
tlsdkcs/YoshimuraASBR16,Analysis of Customers' Spatial Distribution Through Transaction Datasets.,2016,tlsdkcs/2016-27
tlsdkcs/DraidiPK11,P2Prec: A P2P Recommendation System for Large-Scale Data Sharing.,2011,tlsdkcs/2011-3
tlsdkcs/KorfkampGRSKBBPA16,Opening Up Data Analysis for Medical Health Services: Data Integration and Analysis in Cancer Registries with CARESS.,2016,tlsdkcs/2016-26
tlsdkcs/EderDSS09,Information Systems for Federated Biobanks.,2009,tlsdkcs/2009-1
tlsdkcs/KawamuraO14,Question-Answering for Agricultural Open Data.,2014,tlsdkcs/2014-16
tlsdkcs/PoppeGRB13,The HIT Model: Workflow-Aware Event Stream Monitoring.,2013,tlsdkcs/2013-11
tlsdkcs/SaririSKAG16,Real-Time Data Collection and Processing of Utility Customer's Power Usage for Improved Demand Response Control.,2016,tlsdkcs/2016-27
tlsdkcs/Fischer-HubnerFL09,"Exploring Trust, Security and Privacy in Digital Business.",2009,tlsdkcs/2009-1
tlsdkcs/HuangKD15,Rare Pattern Mining from Data Streams Using SRP-Tree and Its Variants.,2015,tlsdkcs/2015-21
tlsdkcs/LiuTP13,ETLMR: A Highly Scalable Dimensional ETL Framework Based on MapReduce.,2013,tlsdkcs/2013-8
tlsdkcs/ThalheimD16,Comprehending a Service by Informative Models.,2016,tlsdkcs/2016-30
tlsdkcs/TryfonopoulosIKR14,Distributed Large-Scale Information Filtering.,2014,tlsdkcs/2014-13
tlsdkcs/Decker17,Inconsistency-Tolerant Database Repairs and Simplified Repair Checking by Measure-Based Integrity Checking.,2017,tlsdkcs/2017-34
tlsdkcs/WangJRMZLKPG15,An Overview of Cloud Based Content Delivery Networks: Research Dimensions and State-of-the-Art.,2015,tlsdkcs/2015-20
tlsdkcs/Rahhal17,A Second Generation of Peer-to-Peer Semantic Wikis.,2017,tlsdkcs/2017-34
tlsdkcs/TsangKD13,Finding Interesting Rare Association Rules Using Rare Pattern Tree.,2013,tlsdkcs/2013-8
tlsdkcs/ChongGKL11,Energy-Aware Data Processing Techniques for Wireless Sensor Networks: A Review.,2011,tlsdkcs/2011-3
tlsdkcs/NovakZ16,PPP-Codes for Large-Scale Similarity Searching.,2016,tlsdkcs/2016-24
tlsdkcs/MahfoudI15,Efficient Querying of XML Data Through Arbitrary Security Views.,2015,tlsdkcs/2015-22
tlsdkcs/StahlGAMLBY12,Homogeneous and Heterogeneous Distributed Classification for Pocket Data Mining.,2012,tlsdkcs/2012-5
tlsdkcs/BasuLCVYSB16,Regularized Cost-Model Oblivious Database Tuning with Reinforcement Learning.,2016,tlsdkcs/2016-28
tlsdkcs/EzeifeZ14,Mining Multiple Related Data Sources Using Object-Oriented Model.,2014,tlsdkcs/2014-13
tlsdkcs/GraefeK10,Fast Loads and Queries.,2010,tlsdkcs/2010-2
tlsdkcs/GhandeharizadehAH19,Rejig: A Scalable Online Algorithm for Cache Server Configuration Changes.,2019,tlsdkcs/2019-42
tlsdkcs/QuimbayaRCV11,Improving Source Selection in Large Scale Mediation Systems through Combinatorial Optimization Techniques.,2011,tlsdkcs/2011-3
tlsdkcs/BenkridBC14,A Global Paradigm for Designing Parallel Relational Data Warehouses in Distributed Environments.,2014,tlsdkcs/2014-15
tlsdkcs/BouraouiCB11,Flexible-ICA Algorithm for a Reliable Iris Recognition.,2011,tlsdkcs/2011-4
tlsdkcs/VirgilioM12,RFID Data Management and Analysis via Tensor Calculus.,2012,tlsdkcs/2012-7
tlsdkcs/Quang-HungST16,Energy-Saving Virtual Machine Scheduling in Cloud Computing with Fixed Interval Constraints.,2017,tlsdkcs/2017-31
tlsdkcs/BadrV15,Exact and Approximate Generic Multi-criteria Top-k Query Processing.,2015,tlsdkcs/2015-18
tlsdkcs/RaniKH17,Partitioning-Insensitive Watermarking Approach for Distributed Relational Databases.,2017,tlsdkcs/2017-36
tlsdkcs/Iam-onB13,Pairwise Similarity for Cluster Ensemble Problem: Link-Based and Approximate Approaches.,2013,tlsdkcs/2013-9
tlsdkcs/PappelPTD17,"Systematic Digital Signing in Estonian e-Government Processes - Influencing Factors, Technologies, Change Management.",2017,tlsdkcs/2017-36
tlsdkcs/HarbMLBJ15,An Analysis of Variance-Based Methods for Data Aggregation in Periodic Sensor Networks.,2015,tlsdkcs/2015-22
tlsdkcs/WorksR14,Reliable Aggregation over Prioritized Data Streams.,2014,tlsdkcs/2014-14
tlsdkcs/Kellou-MenouerK16,A Self-Adaptive and Incremental Approach for Data Profiling in the Semantic Web.,2016,tlsdkcs/2016-29
tlsdkcs/NguyenD16,Protecting Biometrics Using Fuzzy Extractor and Non-invertible Transformation Methods in Kerberos Authentication Protocol.,2017,tlsdkcs/2017-31
tlsdkcs/Besnard17,Basic Postulates for Inconsistency Measures.,2017,tlsdkcs/2017-34
tlsdkcs/SakkaD12,Towards a Scalable Semantic Provenance Management System.,2012,tlsdkcs/2012-7
tlsdkcs/ChakrabortyS12,"Processing Exact Results for Windowed Stream Joins in a Memory-Limited System: A Disk-Based, Adaptive Approach.",2012,tlsdkcs/2012-7
tlsdkcs/HassanRTTZ15,Differentiated Multiple Aggregations in Multidimensional Databases.,2015,tlsdkcs/2015-21
tlsdkcs/HaddadinL10,Efficient Online Aggregates in Dense-Region-Based Data Cube Representations.,2010,tlsdkcs/2010-2
tlsdkcs/ServajeanPLAA15,Increasing Coverage in Distributed Search and Recommendation with Profile Diversity.,2015,tlsdkcs/2015-22
tlsdkcs/BaFD16,Solving Data Mismatches in Bioinformatics Workflows by Generating Data Converters.,2016,tlsdkcs/2016-24
tlsdkcs/AlgergawyMSES14,Improving Clustering-Based Schema Matching Using Latent Semantic Indexing.,2014,tlsdkcs/2014-15
tlsdkcs/NodarakisPSTTT16,kdANN+: A Rapid AkNN Classifier for Big Data.,2016,tlsdkcs/2016-24
